workflow name;job name;main success runs;main failure runs;main cancelled runs;main skipped runs;main retries;main min duration;main avg duration;main max duration;pr success runs;pr failure runs;pr cancelled runs;pr skipped runs;pr retries;pr min duration;pr avg duration;pr max duration
Additional QUnit;Send notifications;2;0;0;34;0;0,0001157407407;0,000006430041152;0,0001157407407;29;0;29;134;6;0;0,00001585407022;0,000150462963
Additional QUnit;${{ matrix.constel }}-no-csp;0;0;0;0;0;0;0;0;0;0;21;2;0;0;0;0
Additional QUnit;${{ matrix.constel }}-${{ matrix.kind }};0;0;0;0;0;0;0;0;0;0;21;3;0;0;0;0
Additional QUnit;${{ matrix.constel }}-firefox;0;0;0;0;0;0;0;0;0;0;21;3;0;0;0;0
Additional QUnit;${{ matrix.constel }}-${{ matrix.timezone }};0;0;0;0;0;0;0;0;0;0;21;3;0;0;0;0
QUnit tests for renovation;Build;36;0;0;0;0;0,002175925926;0,002817965535;0,004027777778;176;3;13;0;3;0;0,00262972608;0,008611111111
QUnit tests for renovation;Constel export;36;0;0;0;0;0,002465277778;0,003234953704;0,006608796296;166;2;8;0;3;0;0,003153540614;0,007430555556
QUnit tests for renovation;Constel misc;36;0;0;0;0;0,003275462963;0,004713863169;0,00775462963;158;8;10;0;3;0;0,004878077652;0,00900462963
QUnit tests for renovation;Constel ui;36;0;0;0;0;0,002152777778;0,002939814815;0,005925925926;164;3;9;0;3;0;0,002893123948;0,008078703704
QUnit tests for renovation;Constel ui.widgets(1/2);36;0;0;0;0;0,004340277778;0,005674511317;0,008287037037;163;3;10;0;3;0;0,005366884996;0,01096064815
QUnit tests for renovation;Constel ui.widgets(2/2);36;0;0;0;0;0,003472222222;0,004835069444;0,007152777778;163;3;10;0;3;0;0,004384469697;0,008009259259
QUnit tests for renovation;Constel ui.editors;36;0;0;0;0;0,003113425926;0,0050469393;0,009664351852;161;3;12;0;3;0;0,005465001578;0,0090625
QUnit tests for renovation;Constel ui.htmlEditor;36;0;0;0;0;0,001678240741;0,002293917181;0,004849537037;165;3;8;0;3;0;0,002214988426;0,005914351852
QUnit tests for renovation;Constel ui.grid;36;0;0;0;0;0,004930555556;0,006682420267;0,01060185185;154;8;14;0;3;0;0,006553622159;0,01141203704
QUnit tests for renovation;Constel ui.scheduler(1/2);36;0;0;0;0;0,003194444444;0,004234503601;0,007164351852;163;3;10;0;3;0;0,003885140467;0,01069444444
QUnit tests for renovation;Constel ui.scheduler(2/2);36;0;0;0;0;0,003425925926;0,004635416667;0,00912037037;162;4;10;0;3;0;0,004393939394;0,01180555556
QUnit tests for renovation;Constel viz;36;0;0;0;0;0,003159722222;0,004751800412;0,007627314815;166;0;10;0;3;0;0,005056226326;0,01041666667
QUnit tests for renovation;Constel renovation;36;0;0;0;0;0,001168981481;0,001761509774;0,004884259259;169;0;7;0;3;0;0,001688105008;0,004305555556
QUnit tests for renovation;Send notifications;0;0;0;36;0;0;0;0;21;0;29;142;3;0;0,000009464216821;0,0001388888889
QUnit tests for renovation;Constel ${{ matrix.CONSTEL }};0;0;0;0;0;0;0;0;0;0;13;3;0;0;0;0
Auto approve renovate bot PR;auto-approve;0;0;0;0;0;0;0;0;193;3;0;0;1;0;0,00001381802721;0,00009259259259
Renovation;jest-tests;32;4;0;0;0;0,001840277778;0,003796296296;0,01217592593;155;17;20;0;9;0;0,003571445795;0,01246527778
Renovation;generation;36;0;0;0;0;0,0007060185185;0,0009407150206;0,001400462963;182;0;10;0;9;0;0,0009126036844;0,006550925926
Renovation;Send notifications;4;0;0;32;0;0,00005787037037;0,00001157407407;0,0001388888889;17;0;20;155;9;0;0,000008318865741;0,0001388888889
Styles tests;Tests;36;0;0;0;0;0,0004166666667;0,0005729166667;0,0009606481481;184;0;7;0;0;0;0,0005486474695;0,002407407407
Styles tests;Send notifications;0;0;0;36;0;0;0;0;0;0;7;184;0;0;0;0
TestCafe tests;build;36;0;0;0;0;0,002037037037;0,002556905864;0,003819444444;176;3;13;0;19;0;0,002379436728;0,008148148148
TestCafe tests;common;14;0;0;0;0;0,0009027777778;0,001300429894;0,001851851852;145;0;2;0;16;0,0007175925926;0,001139613253;0,001921296296
TestCafe tests;common - material;14;0;0;0;0;0,0009143518519;0,001149140212;0,001770833333;145;0;2;0;16;0,0007523148148;0,001145833333;0,001863425926
TestCafe tests;treeList;36;0;0;0;0;0,001064814815;0,001343235597;0,001990740741;170;2;4;0;19;0,00005787037037;0,001353969381;0,002060185185
TestCafe tests;dataGrid (1/2);35;1;0;0;0;0,0006365740741;0,001068351337;0,001724537037;174;0;2;0;19;0,0007638888889;0,001022069655;0,001736111111
TestCafe tests;dataGrid (2/2);36;0;0;0;0;0,0007407407407;0,0009751157407;0,001643518519;174;0;2;0;19;0,0007407407407;0,001006155303;0,001678240741
TestCafe tests;pivotGrid;34;1;1;0;0;0,001655092593;0,003641010802;0,06265046296;167;2;7;0;19;0,00009259259259;0,002051636153;0,007962962963
TestCafe tests;pivotGrid - material;36;0;0;0;0;0,001550925926;0,00176086677;0,002418981481;168;2;6;0;19;0,0001041666667;0,001866582492;0,002824074074
TestCafe tests;scheduler (1/5);36;0;0;0;0;0,003090277778;0,004141911008;0,007013888889;156;12;8;0;19;0,00009259259259;0,003919599642;0,008518518519
TestCafe tests;scheduler (2/5);34;2;0;0;0;0,002928240741;0,004025205761;0,006886574074;152;16;8;0;19;0,00008101851852;0,003601707176;0,007685185185
TestCafe tests;scheduler (3/5);33;3;0;0;0;0,003229166667;0,004143840021;0,007210648148;155;13;8;0;19;0,00008101851852;0,004026133733;0,008113425926
TestCafe tests;scheduler (4/5);36;0;0;0;0;0,003194444444;0,004055748457;0,006701388889;160;8;8;0;19;0,00008101851852;0,003810303556;0,006909722222
TestCafe tests;scheduler (5/5);35;1;0;0;0;0,003356481481;0,004230645576;0,005856481481;159;9;8;0;19;0,00008101851852;0,003987597327;0,006921296296
TestCafe tests;form;36;0;0;0;0;0,002789351852;0,004077289095;0,007048611111;167;0;9;0;19;0,00009259259259;0,005092987163;0,04587962963
TestCafe tests;editors;36;0;0;0;0;0,002175925926;0,004414223251;0,009016203704;149;17;10;0;19;0,0007060185185;0,006055542403;0,01984953704
TestCafe tests;navigation;36;0;0;0;0;0,002673611111;0,003512088477;0,004930555556;165;3;8;0;19;0,00008101851852;0,003768873632;0,01197916667
TestCafe tests;htmlEditor;36;0;0;0;0;0,001018518519;0,001266718107;0,001909722222;171;2;3;0;19;0,00006944444444;0,001336542508;0,002071759259
TestCafe tests;form - material;36;0;0;0;0;0,002766203704;0,004245113169;0,007418981481;164;3;9;0;19;0;0,005249368687;0,04586805556
TestCafe tests;editors - material;34;2;0;0;0;0,002199074074;0,005018647119;0,01068287037;123;41;12;0;19;0,0006712962963;0,006576836069;0,01983796296
TestCafe tests;navigation - material;35;1;0;0;0;0,001689814815;0,00259837963;0,003738425926;164;4;8;0;19;0;0,002839199285;0,005138888889
TestCafe tests;htmlEditor - material;36;0;0;0;0;0,001030092593;0,001350630144;0,002071759259;171;2;3;0;19;0,00009259259259;0,001340817024;0,002118055556
TestCafe tests;renovation (jquery);36;0;0;0;0;0,002395833333;0,002978395062;0,004525462963;166;2;8;0;19;0,00008101851852;0,00292344013;0,005347222222
TestCafe tests;renovation (react);36;0;0;0;0;0,002372685185;0,002887409979;0,004930555556;166;2;8;0;19;0,00008101851852;0,002874381839;0,004571759259
TestCafe tests;Send notifications;11;0;0;25;0;0,0000462962963;0,00002797067901;0,0001273148148;51;0;27;114;19;0;0,00002700617284;0,0001851851852
TestCafe tests;${{ matrix.ARGS.name }};0;0;0;0;0;0;0;0;0;0;13;3;0;0;0;0
Themebuilder and Styles tests;test;36;0;0;0;0;0,00193287037;0,002731802984;0,006157407407;169;8;15;0;1;0;0,002647991416;0,008506944444
